Dateyyymm,Year,Month,Pack_Year,UBNL58_lb,CAUS_Total,USD_Cost,CADUSDEXCH,Dock_Cost_CAD,log_CAUS_Total,log_USD_Cost,log_UBNL58_lb,log_CADUSDEXCH,log_Dock_Cost_CAD,Market_Shock_Factor,Season_Factor_1,Pandemic_Shock,Extra_Demand_Factor,Tariff_Shock,Tariff_Amt,Predicted_Price_Tariff_Adjusted,Lower_CI,Upper_CI,Non_Canada_Imports_Lbs
1/1/23,2023,1,2022,7.27,2895460,7.387294319,1.3431,6.35,15.06507355,2.58972229,1.983756292,0.294980375,1.848454813,-1.2,0,0,1,0,0,7.995976362,7.500388357,8.524310334,313262
2/1/23,2023,2,2022,6.91,2480032,7.380699993,1.3443,6.35,15.15570313,2.590615347,1.932969638,0.295873431,1.848454813,-1.2,0,0,1,0,0,7.970764422,7.477846118,8.496174497,425034
3/1/23,2023,3,2022,6.07,3502261,7.251242418,1.3683,6.35,15.22775649,2.608311009,1.803358605,0.313569093,1.848454813,-1.2,0,0,1,0,0,7.906003095,7.411472961,8.433530725,2220156
4/1/23,2023,4,2023,5.17,14530441,2.607063404,1.3485,2.25,16.72193555,1.556210182,1.642872689,0.298992864,0.810930216,0,0,0,1,0,0,4.977983715,4.731421434,5.23739477,2595363
5/1/23,2023,5,2023,4.65,18463829,2.599929744,1.3522,2.25,17.13776285,1.558950215,1.53686722,0.301732896,0.810930216,0,0,0,1,0,0,4.908438244,4.649217916,5.182111579,1000417
6/1/23,2023,6,2023,4.97,27468031,2.644122292,1.3296,2.25,17.49000319,1.542095464,1.60341984,0.284878145,0.810930216,0,0.07738311,0,0.07738311,0,0,5.074321397,4.831135359,5.329748751,1067583
7/1/23,2023,7,2023,5.29,27619454,2.65992661,1.3217,2.25,17.43085412,1.536136106,1.665818246,0.278918787,0.810930216,0,0.0778097,0,0.0778097,0,0,5.093767308,4.855085312,5.344183206,1077971
8/1/23,2023,8,2023,5.74,14491632,2.608998145,1.3475,2.25,16.69676308,1.555468343,1.74745921,0.298251024,0.810930216,0,0.040825917,0,0.040825917,0,0,5.125071926,4.894719542,5.366265016,835063
9/1/23,2023,9,2023,5.75,2184439,2.59935305,1.3525,2.25,15.14876062,1.559172051,1.749199855,0.301954732,0.810930216,0,0.006154015,0,0.006154015,0,0,5.320670135,5.074890693,5.578352795,250853
10/1/23,2023,10,2023,5.75,1955859,2.565587827,1.3703,2.25,15.01465995,1.572247013,1.749199855,0.315029694,0.810930216,0,0.005510058,0,0.005510058,0,0,5.31884748,5.056169377,5.595172235,437686
11/1/23,2023,11,2023,5.63,1089692,2.562222141,1.3721,2.25,14.56309857,1.573559732,1.728109442,0.316342413,0.810930216,0,0.003069887,0,0.003069887,0,0,5.389103771,5.117209297,5.67544491,277988
12/1/23,2023,12,2023,5.32,1079542,2.618520036,1.3426,2.25,14.45460854,1.551825351,1.671473303,0.294608033,0.810930216,0,0,0,1,0,0,5.356272521,5.13450739,5.587615937,299046
1/1/24,2024,1,2023,5.4,1624049,2.619885983,1.3419,2.25,14.78093501,1.551303839,1.686398954,0.29408652,0.810930216,0,0,0,1,0,0,5.30207065,5.083060217,5.53051744,310091
2/1/24,2024,2,2023,5.45,1611183,2.605903936,1.3491,2.25,14.70665126,1.556655022,1.695615609,0.299437703,0.810930216,0,0,0,1,0,0,5.305388359,5.080228785,5.540527176,739768
3/1/24,2024,3,2023,5.45,1825878,2.59589825,1.3543,2.25,14.68317391,1.560502035,1.695615609,0.303284716,0.810930216,0,0,0,1,0,0,5.302637592,5.073063338,5.542600902,1912168
4/1/24,2024,4,2024,5.64,18020833,3.431300783,1.3661,3,17.00253945,1.856859356,1.729884066,0.311959965,1.098612289,0,0,0,1,0,0,5.96751474,5.708101887,6.238716981,1866913
5/1/24,2024,5,2024,6.19,35151950,3.428038613,1.3674,3,17.65675928,1.857810518,1.822935087,0.312911126,1.098612289,0,0,0,1,0,0,5.843214001,5.556119256,6.145143451,2673709
6/1/24,2024,6,2024,6.06,24068194,3.420534151,1.3704,3,17.31568176,1.860002059,1.8017098,0.315102668,1.098612289,0,0.147682602,0,0.147682602,0,0,6.267585641,5.856653231,6.707351147,1299880
7/1/24,2024,7,2024,6.05,17850560,3.419536037,1.3708,3,16.89685115,1.860293902,1.800058272,0.315394511,1.098612289,0,0.109531157,0,0.109531157,0,0,6.278573491,5.961386673,6.612636832,589589
8/1/24,2024,8,2024,6.09,5248736,3.427537292,1.3676,3,15.89910932,1.85795677,1.806648082,0.313057379,1.098612289,0,0.03220628,0,0.03220628,0,0,6.337054333,6.127082571,6.554221713,317678
9/1/24,2024,9,2024,6.67,2406014,3.460942115,1.3544,3,15.09910891,1.848257943,1.89761986,0.303358552,1.098612289,0,0.014763318,0,0.014763318,0,0,6.486981113,6.273084648,6.708170911,369921
10/1/24,2024,10,2024,7.46,1832792,3.412813979,1.3735,3,14.84852741,1.862261618,2.009555414,0.317362227,1.098612289,0,0.011246024,0,0.011246024,0,0,6.50090979,6.268949308,6.741453157,173248
11/1/24,2024,11,2024,8.21,1776956,3.354924134,1.3972,3,14.85356678,1.879369625,2.105352923,0.334470234,1.098612289,0,0.010903414,0,0.010903414,1,11.3395538,8.404068776,7.263981292,9.723093873,196780
12/1/24,2024,12,2024,8.38,1442957,3.292477348,1.4237,3,14.85356678,1.898158508,2.125847914,0.353259117,1.098612289,0,0,0,1,1,11.3395538,8.186487018,7.075916456,9.471362489,542005
1/1/25,2025,1,2025,8.62,1461644.1,3.257470466,1.439,3,,,,,,0,0,0,1,1,11.3395538,,,,
2/1/25,2025,2,2025,9.11,1450064.7,3.282037689,1.428228571,3,,,,,,0,0,0,1,1,11.3395538,,,,
